3.6E+00  1.0E+18  1.0E-01  GHN600P 
3.9E+00  6.4E+17  1.0E-01  GGH600z 
4.0E+00  1.2E+16  1.0E-01  GPH601k 
3.1E+00  6.0E+10  1.0E-01  GGH4008 
3.0E+00  2.8E+12  1.0E-01  GHK500A 
2.3E+00  1.5E+09  0.0E+00  GOO3001 
2.8E+00  6.3E+06  0.0E+00  GNO3001 
2.5E+00  2.9E+09  1.0E-01  GHO3001 
2.9E+00  2.7E+10  0.0E+00  GDO6005 
3.6E+00  5.4E+12  1.0E-01  GPK6009 
3.4E+00  6.1E+12  0.0E+00  GND600F 
3.5E+00  4.8E+13  0.0E+00  GAN600B 
3.7E+00  1.8E+13  1.0E-01  GGN600B 
4.0E+00  6.9E+10  1.0E-01  GPN600A 
3.8E+00  4.5E+13  0.0E+00  GNN6002 
3.9E+00  3.9E+13  0.0E+00  GAN600A 
4.0E+00  1.5E+13  1.0E-01  GGN6009 
4.3E+00  5.7E+10  1.0E-01  GPN6008 
3.5E+00  4.9E+13  1.0E-01  GHN6009 
4.1E+00  5.5E+11  1.0E-01  GPH600Z 
3.2E+00  2.8E+10  0.0E+00  GNO5001 
3.3E+00  3.5E+10  0.0E+00  GND600B 
3.4E+00  1.4E+12  0.0E+00  GAN6009 
3.5E+00  5.6E+11  1.0E-01  GGN6008 
3.9E+00  2.1E+09  1.0E-01  GPN6007 
3.2E+00  2.8E+11  0.0E+00  GND5006 
3.3E+00  8.8E+11  0.0E+00  GAN5000 
3.4E+00  3.4E+11  1.0E-01  GGN5001 
3.8E+00  1.3E+09  1.0E-01  GPN5006 
3.4E+00  1.1E+15  0.0E+00  GND600E 
3.6E+00  7.2E+14  1.0E-01  GGN600A 
4.0E+00  2.1E+12  1.0E-01  GPN6009 
3.2E+00  1.1E+14  1.0E-01  GHD600e 
3.3E+00  2.0E+15  1.0E-01  GAH600F 
3.4E+00  7.9E+14  1.0E-01  GGH600J 
3.8E+00  3.0E+12  1.0E-01  GPH600N 
3.7E+00  1.7E+15  1.0E-01  GAH600C 
3.8E+00  6.5E+14  1.0E-01  GGH600G 
4.1E+00  2.4E+12  1.0E-01  GPH600K 
3.4E+00  1.6E+16  1.0E-01  GAH600D 
3.6E+00  6.3E+15  1.0E-01  GGH600H 
3.9E+00  2.4E+13  1.0E-01  GPH600L 
3.1E+00  1.1E+14  1.0E-01  GHH500C 
3.3E+00  1.9E+13  1.0E-01  GGH600F 
2.9E+00  2.7E+11  1.0E-01  GHD5005 
3.3E+00  9.1E+15  1.0E-01  GAH600E 
3.4E+00  3.6E+15  1.0E-01  GGH600I 
3.8E+00  1.1E+13  1.0E-01  GPH600M 
2.6E+00  3.1E+09  1.0E-01  GHO4002 
2.9E+00  2.7E+11  0.0E+00  GDO6008 
3.0E+00  9.5E+12  0.0E+00  GAO6002 
3.2E+00  3.7E+12  1.0E-01  GGO6002 
3.5E+00  5.4E+10  1.0E-01  GPO6002 
3.3E+00  2.3E+12  0.0E+00  GND600Y 
3.0E+00  2.1E+12  1.0E-01  GHD600S 
2.7E+00  1.1E+09  0.0E+00  GDO6003 
2.6E+00  1.6E+09  0.0E+00  GDO5003 
2.8E+00  4.4E+12  0.0E+00  GDK600D 
2.4E+00  1.8E+07  0.0E+00  GDO4002 
2.7E+00  5.2E+08  1.0E-01  GGO4002 
3.2E+00  2.0E+07  1.0E-01  GPO4001 
2.7E+00  9.0E+08  0.0E+00  GKO5001 
2.9E+00  7.2E+09  1.0E-01  GHK5002 
2.8E+00  1.1E+11  0.0E+00  GDK6006 
3.0E+00  3.1E+12  0.0E+00  GAK6002 
3.1E+00  1.2E+12  1.0E-01  GGK6002 
3.5E+00  4.4E+09  1.0E-01  GPK6002 
2.7E+00  4.8E+10  0.0E+00  GDK5003 
3.4E+00  1.8E+08  1.0E-01  GPK5004 
2.2E+00  7.3E+05  0.0E+00  GDO3001 
2.4E+00  1.5E+07  0.0E+00  GAO3001 
2.6E+00  5.7E+06  1.0E-01  GGO3001 
3.0E+00  2.3E+05  1.0E-01  GPO3001 
2.7E+00  1.8E+06  0.0E+00  GED4006 
2.9E+00  2.0E+12  1.0E-01  GHK4005 
3.1E+00  2.8E+12  0.0E+00  GDK600O 
3.8E+00  4.1E+11  1.0E-01  GPK600C 
3.3E+00  6.0E+13  1.0E-01  GHD600w 
2.9E+00  1.4E+12  0.0E+00  GKO5002 
3.0E+00  3.4E+10  0.0E+00  GDK600H 
3.1E+00  1.7E+15  0.0E+00  GDK600N 
3.3E+00  1.9E+10  0.0E+00  GNK5005 
3.3E+00  7.8E+12  0.0E+00  GND500C 
3.4E+00  6.4E+12  0.0E+00  GAN500E 
3.5E+00  9.4E+16  0.0E+00  GND600k 
3.7E+00  3.6E+16  1.0E-01  GGN600W 
4.1E+00  1.0E+14  1.0E-01  GPN600f 
3.0E+00  2.9E+12  1.0E-01  GHK5004 
3.2E+00  6.2E+13  1.0E-01  GHH500x 
3.4E+00  1.3E+13  1.0E-01  GGH600x 
3.9E+00  8.8E+13  1.0E-01  GPH601l 
2.6E+00  9.8E+08  0.0E+00  GKO4001 
2.6E+00  3.2E+09  0.0E+00  GDK4004 
2.9E+00  3.5E+09  1.0E-01  GGK4002 
2.9E+00  3.6E+11  0.0E+00  GKK5002 
2.8E+00  3.8E+15  0.0E+00  GDK5008 
2.9E+00  4.9E+12  1.0E-01  GHH400b 
2.6E+00  2.8E+09  1.0E-01  GHU4005 
2.2E+00  2.3E+06  0.0E+00  GUO4001 
2.8E+00  4.7E+07  1.0E-01  GHN2002 
3.6E+00  6.4E+06  0.0E+00  GNN3007 
3.3E+00  5.5E+09  1.0E-01  GHN300I 
3.2E+00  2.7E+09  0.0E+00  GNV3004 
3.1E+00  2.5E+10  1.0E-01  GHN300U 
3.3E+00  3.8E+14  1.0E-01  GHN400U 
3.6E+00  1.3E+11  1.0E-01  GGN500B 
3.9E+00  5.3E+09  1.0E-01  GPN500K 
3.7E+00  1.3E+12  0.0E+00  GNN500E 
4.0E+00  5.3E+09  0.0E+00  GNN500J 
3.9E+00  2.7E+11  1.0E-01  GGN5009 
4.2E+00  1.1E+10  1.0E-01  GPN500I 
3.8E+00  3.1E+15  1.0E-01  GGH600m 
3.4E+00  7.3E+11  1.0E-01  GHN5009 
3.6E+00  7.2E+12  1.0E-01  GAH500L 
3.7E+00  2.8E+12  1.0E-01  GGH500K 
4.0E+00  1.1E+11  1.0E-01  GPH500J 
3.0E+00  5.3E+09  0.0E+00  GND4004 
3.2E+00  3.5E+10  0.0E+00  GAN4002 
3.3E+00  1.3E+10  1.0E-01  GGN4002 
3.7E+00  5.1E+07  1.0E-01  GPN4002 
3.5E+00  5.9E+12  1.0E-01  GGN500A 
3.9E+00  1.9E+11  1.0E-01  GPN500J 
3.4E+00  6.4E+08  1.0E-01  GHN300J 
4.0E+00  2.4E+10  1.0E-01  GHN400R 
4.0E+00  4.0E+09  0.0E+00  GNN500F 
4.3E+00  1.7E+08  0.0E+00  GNN500Z 
4.1E+00  8.5E+10  1.0E-01  GHN500j 
4.2E+00  6.1E+11  0.0E+00  GAN600n 
4.6E+00  8.7E+08  1.0E-01  GPN600d 
4.0E+00  6.2E+11  0.0E+00  GNN500b 
4.1E+00  2.8E+11  0.0E+00  GAN500R 
4.5E+00  4.1E+08  1.0E-01  GPN500g 
4.1E+00  1.0E+13  1.0E-01  GGH600j 
4.4E+00  3.7E+10  1.0E-01  GPH602R 
4.0E+00  1.1E+12  1.0E-01  GGH500t 
